text,label,lang,category,template_id,source
650017 आपका DigiLocker लॉगिन OTP है। 10 मिनट के लिए वैध। किसी को न बताएं। https://onlinesbi.sbi,0,hi_dev,govt_service_legit,95,synthetic_seed_v1
உங்கள் KYC நிலுவையில் இருப்பதால் இன்றிரவு மின் இணைப்பு துண்டிக்கப்படும். இப்போது புதுப்பிக்கவும் அல்லது 08041234567 ஐ அழைக்கவும்: http://sbi-verify.xyz/login,1,ta,utility_kyc,82,synthetic_seed_v1
"Dear consumer, your electricity will be disconnected tonight as your bill is not updated. Call 9876543210 immediately http://icici-netbanking.online/auth",1,en,electricity,21,synthetic_seed_v1
Priya HDFC account band ho jayega! Turant KYC update karo varna account block ho jayega: https://secure-bank-login.xyz,1,hi_rom,kyc,2,synthetic_seed_v1
"உங்கள் கணக்கு XXXXX7766 இல் ரூ 1,250 வரவு வைக்கப்பட்டது. இருப்பு புதுப்பிக்கப்பட்டது. -Paytm",0,ta,txn_alert,116,synthetic_seed_v1
"உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 1,250 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: https://rbi-refund.gq/form",1,ta,courier_parcel_scam,62,synthetic_seed_v1
"Apna Rs 50,000 refund paane ke liye UPI request approve karein aur UPI PIN daalein: http://sbi-verify.xyz/login",1,hi_rom,upi_collect_scam,64,synthetic_seed_v1
வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 750 கடன் முன்அனுமதி பெற்றது. InstaPaisa பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: http://icici-netbanking.online/auth,1,ta,instant_loan_app,58,synthetic_seed_v1
Your order is out for delivery. Share OTP 991204 with the delivery agent to receive it. Track: https://www.amazon.in,0,en,ecommerce_legit,90,synthetic_seed_v1
"बधाई! आपका रु 1,00,000 का लोन बिना दस्तावेज़ के मंज़ूर हो गया। LoanKamao डाउनलोड करें और तुरंत पैसे पाएं: http://paytm-kyc.link/verify",1,hi_dev,instant_loan_app,57,synthetic_seed_v1
482913 is your OTP for SBI login. Do NOT share it with anyone. -SBI,0,en,otp_legit,32,synthetic_seed_v1
Axis सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 705621 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
"Main Army officer hoon, aapka OLX saman chahiye. Rs 2,00,000 QR se bhej raha hoon, receive karne ke liye scan karke approve karein: https://rbi-refund.gq/form",1,hi_rom,marketplace_qr_scam,84,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 2,00,000 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: http://paytm-kyc.link/verify",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
"अनुस्मारक: आपका रु 9,999 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://paytm.com",0,hi_dev,bill_legit,44,synthetic_seed_v1
உங்கள் Axis கணக்கு முடக்கப்படும்! உடனடியாக KYC புதுப்பிக்கவும் இல்லையெனில் கணக்கு நிரந்தரமாக மூடப்படும்: https://secure-bank-login.xyz,1,ta,kyc,6,synthetic_seed_v1
"Join our VIP group and earn 200% returns! Deposit Rs 50,000 in LoanKamao and double your money in 7 days: https://kyc-update.top/now",1,en,investment_crypto,71,synthetic_seed_v1
"TRAI se baat kar rahe hain. Aapke naam par money laundering ka case hai. Aap digital arrest me hain, video call mat kaatiye aur Rs 750 verification account me bhejiye: http://icici-netbanking.online/auth",1,hi_rom,digital_arrest,52,synthetic_seed_v1
705621 உங்கள் SBI உள்நுழைவுக்கான OTP. யாருடனும் பகிர வேண்டாம். -SBI,0,ta,otp_legit,117,synthetic_seed_v1
ரூ 999 மதிப்புள்ள உங்கள் SBI வெகுமதி புள்ளிகள் இன்று காலாவதியாகின்றன. இப்போது மீட்டெடுக்கவும்: https://secure-bank-login.xyz,1,ta,reward_points_expiry,78,synthetic_seed_v1
"अनुस्मारक: आपका रु 50,000 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://netbanking.hdfcbank.com",0,hi_dev,bill_legit,44,synthetic_seed_v1
"Your Kotak reward points worth Rs 50,000 expire TODAY. Redeem instantly here: https://kyc-update.top/now",1,en,reward_points_expiry,75,synthetic_seed_v1
"Aapka Rs 2,00,000 ka refund pending hai. Paane ke liye bank details verify karein: http://bit.ly/win-cash",1,hi_rom,refund,16,synthetic_seed_v1
Yaad dilaye: aapka Rs 999 ka bijli bill 5 tarikh ko due hai. Official app se bharein https://netbanking.hdfcbank.com,0,hi_rom,bill_legit,43,synthetic_seed_v1
"வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 9,999 கடன் முன்அனுமதி பெற்றது. QuickRupee பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: http://paytm-kyc.link/verify",1,ta,instant_loan_app,58,synthetic_seed_v1
"வாழ்த்துக்கள்! நீங்கள் ICICI லக்கி டிராவில் ரூ 50,000 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: http://paytm-kyc.link/verify",1,ta,lottery,14,synthetic_seed_v1
Congratulations Priya! You have WON Rs 499 in the SBI lucky draw. Claim now: https://hdfc-rewards.click/claim,1,en,lottery,11,synthetic_seed_v1
"To RECEIVE your refund of Rs 1,00,000, approve the UPI request and enter your UPI PIN now: http://paytm-kyc.link/verify",1,en,upi_collect_scam,63,synthetic_seed_v1
Badhai ho! Aap HDFC lucky draw me Rs 499 jeet gaye hain. Abhi claim karein: https://rbi-refund.gq/form,1,hi_rom,lottery,12,synthetic_seed_v1
Aapka PhonePe khata XXXXX7766 suspend kar diya gaya hai. Abhi KYC complete karein: https://rbi-refund.gq/form,1,hi_rom,kyc,3,synthetic_seed_v1
991204 aapka DigiLocker login OTP hai. 10 minute valid. Kisi ko na batayein. https://paytm.com,0,hi_rom,govt_service_legit,94,synthetic_seed_v1
ICICI பாதுகாப்பு: உங்கள் கணக்கை சரிபார்க்க OTP 482913 ஐ உடனே பகிரவும் இல்லையெனில் முடக்கப்படும்.,1,ta,otp_scam,113,synthetic_seed_v1
आपका ऑर्डर डिलीवरी के लिए निकल गया है। डिलीवरी एजेंट को OTP 482913 दें। ट्रैक करें: https://www.amazon.in,0,hi_dev,ecommerce_legit,92,synthetic_seed_v1
"घर बैठे रोज रु 9,999 कमाएं! सीटें सीमित हैं। छोटी सी फीस देकर अभी रजिस्टर करें: https://hdfc-rewards.click/claim",1,hi_dev,job_scam,26,synthetic_seed_v1
"வாழ்த்துக்கள்! ஆவணம் இல்லாமல் ரூ 1,250 கடன் முன்அனுமதி பெற்றது. RupeeFast பதிவிறக்கம் செய்து உடனே பணம் பெறுங்கள்: http://icici-netbanking.online/auth",1,ta,instant_loan_app,58,synthetic_seed_v1
Aapka order aaj deliver hoga. Yaha track karein https://www.amazon.in,0,hi_rom,delivery_legit,40,synthetic_seed_v1
உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 499 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: https://kyc-update.top/now,1,ta,courier_parcel_scam,62,synthetic_seed_v1
"आपके Kotak रिवॉर्ड पॉइंट्स जिनकी कीमत रु 50,000 है आज समाप्त हो रहे हैं। अभी रिडीम करें: http://paytm-kyc.link/verify",1,hi_dev,reward_points_expiry,77,synthetic_seed_v1
Your electricity connection will be disconnected tonight as your KYC is pending. Update now or call 1800111: http://bit.ly/win-cash,1,en,utility_kyc,79,synthetic_seed_v1
"உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 2,00,000 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: http://sbi-verify.xyz/login",1,ta,courier_parcel_scam,62,synthetic_seed_v1
आपका ऑर्डर डिलीवरी के लिए निकल गया है। डिलीवरी एजेंट को OTP 705621 दें। ट्रैक करें: https://www.icicibank.com,0,hi_dev,ecommerce_legit,92,synthetic_seed_v1
"HDFC se: account verify karne ke liye OTP 991204 abhi share karein, nahi to account band ho jayega.",1,hi_rom,otp_scam,8,synthetic_seed_v1
"Paytm se: account verify karne ke liye OTP 650017 abhi share karein, nahi to account band ho jayega.",1,hi_rom,otp_scam,8,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 9,999 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: https://kyc-update.top/now",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
உங்கள் ரூ 499 திரும்பப் பணம் நிலுவையில் உள்ளது. பெற வங்கி விவரங்களை சரிபார்க்கவும்: https://hdfc-rewards.click/claim,1,ta,refund,115,synthetic_seed_v1
"हमारे VIP ग्रुप में जुड़ें, 200% रिटर्न पाएं! QuickRupee में रु 2,00,000 जमा करें और 7 दिन में पैसा डबल: https://kyc-update.top/now",1,hi_dev,investment_crypto,73,synthetic_seed_v1
"Aapka courier customs me ruka hai, isme banned saman hai. 24 ghante me Rs 499 clearance bhare warna legal action hoga: https://rbi-refund.gq/form",1,hi_rom,courier_parcel_scam,60,synthetic_seed_v1
"இது Customs Department. உங்கள் பெயரில் பணமோசடி வழக்கு பதிவாகியுள்ளது. நீங்கள் டிஜிட்டல் கைது செய்யப்பட்டுள்ளீர்கள், வீடியோ அழைப்பை துண்டிக்காதீர்கள், ரூ 499 அனுப்பவும்: http://sbi-verify.xyz/login",1,ta,digital_arrest,54,synthetic_seed_v1
"I am an Army officer interested in your OLX item. I will send Rs 2,00,000 via this QR — just scan and approve to receive the money: https://rbi-refund.gq/form",1,en,marketplace_qr_scam,83,synthetic_seed_v1
HDFC support se. Aapka transaction fail hua hai. Reverse karne ke liye OTP 650017 batayein ya http://sbi-verify.xyz/login se app install karein. Call 08041234567.,1,hi_rom,fake_customer_care,68,synthetic_seed_v1
Badhai ho! Aap Yes Bank lucky draw me Rs 999 jeet gaye hain. Abhi claim karein: https://secure-bank-login.xyz,1,hi_rom,lottery,12,synthetic_seed_v1
"मैं आर्मी अफसर हूं, आपका OLX सामान चाहिए। रु 2,00,000 QR से भेज रहा हूं, पाने के लिए स्कैन करके अप्रूव करें: http://paytm-kyc.link/verify",1,hi_dev,marketplace_qr_scam,85,synthetic_seed_v1
Aapke khate XXXXX7766 me Rs 750 jama hue. Available balance update ho gaya. -Kotak,0,hi_rom,txn_alert,29,synthetic_seed_v1
"मैं आर्मी अफसर हूं, आपका OLX सामान चाहिए। रु 2,00,000 QR से भेज रहा हूं, पाने के लिए स्कैन करके अप्रूव करें: http://icici-netbanking.online/auth",1,hi_dev,marketplace_qr_scam,85,synthetic_seed_v1
अपना रु 750 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: https://hdfc-rewards.click/claim,1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
"Main Army officer hoon, aapka OLX saman chahiye. Rs 9,999 QR se bhej raha hoon, receive karne ke liye scan karke approve karein: https://hdfc-rewards.click/claim",1,hi_rom,marketplace_qr_scam,84,synthetic_seed_v1
"To RECEIVE your refund of Rs 999, approve the UPI request and enter your UPI PIN now: https://rbi-refund.gq/form",1,en,upi_collect_scam,63,synthetic_seed_v1
"customer, कल सुबह 10 बजे मीटिंग है, समय पर आ जाना।",0,hi_dev,everyday_legit,105,synthetic_seed_v1
ரூ 999 மதிப்புள்ள உங்கள் Yes Bank வெகுமதி புள்ளிகள் இன்று காலாவதியாகின்றன. இப்போது மீட்டெடுக்கவும்: http://sbi-verify.xyz/login,1,ta,reward_points_expiry,78,synthetic_seed_v1
"Arjun, kal subah 10 baje meeting hai, time par aa jana.",0,hi_rom,everyday_legit,101,synthetic_seed_v1
"உங்கள் பார்சல் சுங்கத்தில் தடைசெய்யப்பட்ட பொருட்களுடன் நிறுத்தப்பட்டுள்ளது. 24 மணி நேரத்தில் ரூ 2,00,000 செலுத்தவும் இல்லையெனில் சட்ட நடவடிக்கை: https://hdfc-rewards.click/claim",1,ta,courier_parcel_scam,62,synthetic_seed_v1
अनुस्मारक: आपका रु 499 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://netbanking.hdfcbank.com,0,hi_dev,bill_legit,44,synthetic_seed_v1
अपना रु 750 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: http://paytm-kyc.link/verify,1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
PhonePe support se. Aapka transaction fail hua hai. Reverse karne ke liye OTP 338190 batayein ya http://icici-netbanking.online/auth se app install karein. Call 18001234.,1,hi_rom,fake_customer_care,68,synthetic_seed_v1
आपको Meena से UPI के माध्यम से रु 499 प्राप्त हुए हैं। -SBI,0,hi_dev,upi_legit,89,synthetic_seed_v1
"मैं आर्मी अफसर हूं, आपका OLX सामान चाहिए। रु 1,250 QR से भेज रहा हूं, पाने के लिए स्कैन करके अप्रूव करें: http://icici-netbanking.online/auth",1,hi_dev,marketplace_qr_scam,85,synthetic_seed_v1
Yes Bank सेल लाइव है! अगली खरीद पर 999 की छूट। अभी खरीदें https://www.amazon.in,0,hi_dev,promo,38,synthetic_seed_v1
Congratulations customer! You have WON Rs 499 in the ICICI lucky draw. Claim now: https://secure-bank-login.xyz,1,en,lottery,11,synthetic_seed_v1
Aapka order delivery ke liye nikal gaya hai. Delivery agent ko OTP 705621 dein. Track: https://netbanking.hdfcbank.com,0,hi_rom,ecommerce_legit,91,synthetic_seed_v1
"बधाई हो! आप Yes Bank लकी ड्रॉ में रु 50,000 जीत गए हैं। अभी इनाम क्लेम करें: https://secure-bank-login.xyz",1,hi_dev,lottery,13,synthetic_seed_v1
338190 आपका DigiLocker लॉगिन OTP है। 10 मिनट के लिए वैध। किसी को न बताएं। https://www.amazon.in,0,hi_dev,govt_service_legit,95,synthetic_seed_v1
"अपना रु 50,000 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: http://bit.ly/win-cash",1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
"வாழ்த்துக்கள்! நீங்கள் Axis லக்கி டிராவில் ரூ 50,000 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: http://sbi-verify.xyz/login",1,ta,lottery,14,synthetic_seed_v1
"अनुस्मारक: आपका रु 9,999 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://netbanking.hdfcbank.com",0,hi_dev,bill_legit,44,synthetic_seed_v1
आपका ऑर्डर डिलीवरी के लिए निकल गया है। डिलीवरी एजेंट को OTP 991204 दें। ट्रैक करें: https://www.icicibank.com,0,hi_dev,ecommerce_legit,92,synthetic_seed_v1
"Aapke khate XXXXX8830 me Rs 1,00,000 jama hue. Available balance update ho gaya. -Paytm",0,hi_rom,txn_alert,29,synthetic_seed_v1
650017 aapka Axis login OTP hai. Ise kisi ke saath share na karein. -Axis,0,hi_rom,otp_legit,33,synthetic_seed_v1
Yaad dilaye: aapka Rs 750 ka bijli bill 5 tarikh ko due hai. Official app se bharein https://netbanking.hdfcbank.com,0,hi_rom,bill_legit,43,synthetic_seed_v1
PhonePe सेल लाइव है! अगली खरीद पर 999 की छूट। अभी खरीदें https://www.amazon.in,0,hi_dev,promo,38,synthetic_seed_v1
650017 आपके Yes Bank लॉगिन के लिए OTP है। इसे किसी के साथ साझा न करें। -Yes Bank,0,hi_dev,otp_legit,34,synthetic_seed_v1
Doctor ne appointment Monday 11 baje confirm kiya hai.,0,hi_rom,everyday_legit,103,synthetic_seed_v1
Priya PhonePe account band ho jayega! Turant KYC update karo varna account block ho jayega: http://icici-netbanking.online/auth,1,hi_rom,kyc,2,synthetic_seed_v1
Kotak सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 650017 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
"உங்கள் கணக்கு XXXXX1042 இல் ரூ 2,00,000 வரவு வைக்கப்பட்டது. இருப்பு புதுப்பிக்கப்பட்டது. -PhonePe",0,ta,txn_alert,31,synthetic_seed_v1
PhonePe sale shuru! Agli kharidari par 499 ki chhoot. Abhi kharidein https://netbanking.hdfcbank.com,0,hi_rom,promo,37,synthetic_seed_v1
Your order is out for delivery and will arrive today. Track at https://netbanking.hdfcbank.com,0,en,delivery_legit,39,synthetic_seed_v1
"प्रिय ग्राहक, आपके खाते XXXXX1042 में रु 999 जमा हुए। उपलब्ध शेष अपडेट किया गया। -Axis",0,hi_dev,txn_alert,30,synthetic_seed_v1
"ரூ 9,999 மதிப்புள்ள உங்கள் ICICI வெகுமதி புள்ளிகள் இன்று காலாவதியாகின்றன. இப்போது மீட்டெடுக்கவும்: https://kyc-update.top/now",1,ta,reward_points_expiry,78,synthetic_seed_v1
"आपका पार्सल कस्टम में रुका है। 24 घंटे में रु 1,00,000 शुल्क भरें अन्यथा वापस भेज दिया जाएगा: http://paytm-kyc.link/verify",1,hi_dev,delivery_scam,20,synthetic_seed_v1
991204 aapka Yes Bank login OTP hai. Ise kisi ke saath share na karein. -Yes Bank,0,hi_rom,otp_legit,33,synthetic_seed_v1
உங்கள் கணக்கு XXXXX8830 இல் ரூ 999 வரவு வைக்கப்பட்டது. இருப்பு புதுப்பிக்கப்பட்டது. -Paytm,0,ta,txn_alert,116,synthetic_seed_v1
Your Yes Bank reward points worth Rs 499 expire TODAY. Redeem instantly here: http://icici-netbanking.online/auth,1,en,reward_points_expiry,75,synthetic_seed_v1
"आपको Rahul से UPI के माध्यम से रु 50,000 प्राप्त हुए हैं। -Yes Bank",0,hi_dev,upi_legit,89,synthetic_seed_v1
आपका रु 499 का रिफंड लंबित है। इसे पाने के लिए बैंक विवरण सत्यापित करें: https://rbi-refund.gq/form,1,hi_dev,refund,17,synthetic_seed_v1
"अनुस्मारक: आपका रु 9,999 का बिजली बिल 5 तारीख को देय है। आधिकारिक ऐप से भुगतान करें https://www.icicibank.com",0,hi_dev,bill_legit,44,synthetic_seed_v1
आपका पार्सल कस्टम में रुका है। 24 घंटे में रु 499 शुल्क भरें अन्यथा वापस भेज दिया जाएगा: https://secure-bank-login.xyz,1,hi_dev,delivery_scam,20,synthetic_seed_v1
"प्रिय उपभोक्ता, बिल अपडेट न होने के कारण आज रात आपकी बिजली काट दी जाएगी। तुरंत 1800111 पर संपर्क करें https://rbi-refund.gq/form",1,hi_dev,electricity,23,synthetic_seed_v1
"आपको customer से UPI के माध्यम से रु 2,00,000 प्राप्त हुए हैं। -Axis",0,hi_dev,upi_legit,89,synthetic_seed_v1
Aapka bijli connection aaj raat kat jayega kyunki KYC pending hai. Abhi update karein ya 1800111 par call karein: https://hdfc-rewards.click/claim,1,hi_rom,utility_kyc,80,synthetic_seed_v1
"Badhai ho! Aap ICICI lucky draw me Rs 9,999 jeet gaye hain. Abhi claim karein: http://icici-netbanking.online/auth",1,hi_rom,lottery,12,synthetic_seed_v1
बधाई! आपका रु 499 का लोन बिना दस्तावेज़ के मंज़ूर हो गया। InstaPaisa डाउनलोड करें और तुरंत पैसे पाएं: https://kyc-update.top/now,1,hi_dev,instant_loan_app,57,synthetic_seed_v1
Yes Bank सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 650017 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
ICICI सुरक्षा: अपना खाता सत्यापित करने के लिए OTP 482913 तुरंत बताएं अन्यथा खाता निष्क्रिय हो जाएगा।,1,hi_dev,otp_scam,9,synthetic_seed_v1
बधाई हो! आप Paytm लकी ड्रॉ में रु 499 जीत गए हैं। अभी इनाम क्लेम करें: https://rbi-refund.gq/form,1,hi_dev,lottery,13,synthetic_seed_v1
"Dear Priya, your A/C XXXXX3917 is credited with Rs 2,00,000 on 27JUN. Avl Bal updated. -Kotak",0,en,txn_alert,27,synthetic_seed_v1
Congratulations Arjun! You have WON Rs 499 in the SBI lucky draw. Claim now: http://paytm-kyc.link/verify,1,en,lottery,11,synthetic_seed_v1
"To RECEIVE your refund of Rs 750, approve the UPI request and enter your UPI PIN now: https://secure-bank-login.xyz",1,en,upi_collect_scam,63,synthetic_seed_v1
உங்கள் KYC நிலுவையில் இருப்பதால் இன்றிரவு மின் இணைப்பு துண்டிக்கப்படும். இப்போது புதுப்பிக்கவும் அல்லது 18001234 ஐ அழைக்கவும்: https://hdfc-rewards.click/claim,1,ta,utility_kyc,82,synthetic_seed_v1
"உங்கள் ரூ 9,999 திரும்பப் பெற UPI கோரிக்கையை அங்கீகரித்து UPI பின்னை உள்ளிடவும்: http://sbi-verify.xyz/login",1,ta,upi_collect_scam,66,synthetic_seed_v1
"मैं आर्मी अफसर हूं, आपका OLX सामान चाहिए। रु 1,00,000 QR से भेज रहा हूं, पाने के लिए स्कैन करके अप्रूव करें: http://sbi-verify.xyz/login",1,hi_dev,marketplace_qr_scam,85,synthetic_seed_v1
"मैं आर्मी अफसर हूं, आपका OLX सामान चाहिए। रु 499 QR से भेज रहा हूं, पाने के लिए स्कैन करके अप्रूव करें: http://bit.ly/win-cash",1,hi_dev,marketplace_qr_scam,85,synthetic_seed_v1
"This is CBI. Your bank account is linked to a money-laundering case. You are under digital arrest. Stay on this video call and transfer Rs 50,000 to the verification account or be arrested: https://secure-bank-login.xyz",1,en,digital_arrest,50,synthetic_seed_v1
आपका कूरियर कस्टम में रुका है और इसमें प्रतिबंधित सामान है। 24 घंटे में रु 499 क्लीयरेंस भरें वरना कानूनी कार्रवाई होगी: http://paytm-kyc.link/verify,1,hi_dev,courier_parcel_scam,61,synthetic_seed_v1
482913 आपका DigiLocker लॉगिन OTP है। 10 मिनट के लिए वैध। किसी को न बताएं। https://paytm.com,0,hi_dev,govt_service_legit,95,synthetic_seed_v1
"प्रिय ग्राहक, आपका Axis खाता बंद हो जाएगा। तुरंत KYC अपडेट करें वरना खाता ब्लॉक हो जाएगा: http://icici-netbanking.online/auth",1,hi_dev,kyc,4,synthetic_seed_v1
உங்கள் KYC நிலுவையில் இருப்பதால் இன்றிரவு மின் இணைப்பு துண்டிக்கப்படும். இப்போது புதுப்பிக்கவும் அல்லது 08041234567 ஐ அழைக்கவும்: http://icici-netbanking.online/auth,1,ta,utility_kyc,82,synthetic_seed_v1
घर बैठे रोज रु 499 कमाएं! सीटें सीमित हैं। छोटी सी फीस देकर अभी रजिस्टर करें: http://sbi-verify.xyz/login,1,hi_dev,job_scam,26,synthetic_seed_v1
आपका रु 999 का रिफंड लंबित है। इसे पाने के लिए बैंक विवरण सत्यापित करें: http://icici-netbanking.online/auth,1,hi_dev,refund,17,synthetic_seed_v1
482913 is your OTP for DigiLocker login. Valid for 10 minutes. Do not share it. https://paytm.com,0,en,govt_service_legit,93,synthetic_seed_v1
"Hey customer, are we still meeting for lunch at 1pm tomorrow?",0,en,chat,45,synthetic_seed_v1
"अरे Arjun, कल दोपहर 1 बजे लंच पर मिल रहे हैं ना?",0,hi_dev,chat,48,synthetic_seed_v1
"Badhai! Aapka Rs 9,999 ka loan bina document ke approve ho gaya. QuickRupee download karein aur turant paisa payein: http://icici-netbanking.online/auth",1,hi_rom,instant_loan_app,56,synthetic_seed_v1
Happy birthday ग्राहक! Wishing you a great year ahead from all of us at the office.,0,en,everyday_legit,100,synthetic_seed_v1
"Your Paytm reward points worth Rs 9,999 expire TODAY. Redeem instantly here: http://icici-netbanking.online/auth",1,en,reward_points_expiry,75,synthetic_seed_v1
உங்கள் Kotak கணக்கு முடக்கப்படும். உடனே KYC புதுப்பிக்கவும் இல்லையெனில் கணக்கு நிரந்தரமாக மூடப்படும்: https://secure-bank-login.xyz,1,ta,kyc,112,synthetic_seed_v1
"இது Income Tax Department. உங்கள் பெயரில் பணமோசடி வழக்கு பதிவாகியுள்ளது. நீங்கள் டிஜிட்டல் கைது செய்யப்பட்டுள்ளீர்கள், வீடியோ அழைப்பை துண்டிக்காதீர்கள், ரூ 499 அனுப்பவும்: https://hdfc-rewards.click/claim",1,ta,digital_arrest,54,synthetic_seed_v1
"SBI se: account verify karne ke liye OTP 338190 abhi share karein, nahi to account band ho jayega.",1,hi_rom,otp_scam,8,synthetic_seed_v1
"இது Income Tax Department. உங்கள் பெயரில் பணமோசடி வழக்கு பதிவாகியுள்ளது. நீங்கள் டிஜிட்டல் கைது செய்யப்பட்டுள்ளீர்கள், வீடியோ அழைப்பை துண்டிக்காதீர்கள், ரூ 9,999 அனுப்பவும்: http://paytm-kyc.link/verify",1,ta,digital_arrest,54,synthetic_seed_v1
"நான் ராணுவ அதிகாரி, உங்கள் OLX பொருள் வேண்டும். ரூ 50,000 QR மூலம் அனுப்புகிறேன், பெற ஸ்கேன் செய்து அங்கீகரிக்கவும்: https://hdfc-rewards.click/claim",1,ta,marketplace_qr_scam,86,synthetic_seed_v1
Yes Bank சலுகை! இன்று எலெக்ட்ரானிக்ஸ் பொருட்களில் தள்ளுபடி. இப்போது வாங்குங்கள்: https://www.icicibank.com,0,ta,promo,118,synthetic_seed_v1
"Dear consumer, your electricity will be disconnected tonight as your bill is not updated. Call 1800111 immediately http://bit.ly/win-cash",1,en,electricity,21,synthetic_seed_v1
"உங்கள் கணக்கு XXXXX8830 இல் ரூ 50,000 வரவு வைக்கப்பட்டது. இருப்பு புதுப்பிக்கப்பட்டது. -SBI",0,ta,txn_alert,116,synthetic_seed_v1
வாழ்த்துக்கள்! நீங்கள் Axis லக்கி டிராவில் ரூ 750 வென்றுள்ளீர்கள். இப்போது claim செய்யவும்: http://bit.ly/win-cash,1,ta,lottery,114,synthetic_seed_v1
आपका बिजली कनेक्शन आज रात कट जाएगा क्योंकि KYC लंबित है। अभी अपडेट करें या 1800111 पर कॉल करें: http://sbi-verify.xyz/login,1,hi_dev,utility_kyc,81,synthetic_seed_v1
"Congratulations customer! You have WON Rs 9,999 in the Kotak lucky draw. Claim now: http://icici-netbanking.online/auth",1,en,lottery,11,synthetic_seed_v1
உங்கள் KYC நிலுவையில் இருப்பதால் இன்றிரவு மின் இணைப்பு துண்டிக்கப்படும். இப்போது புதுப்பிக்கவும் அல்லது 18001234 ஐ அழைக்கவும்: http://bit.ly/win-cash,1,ta,utility_kyc,82,synthetic_seed_v1
482913 is your OTP for DigiLocker login. Valid for 10 minutes. Do not share it. https://www.icicibank.com,0,en,govt_service_legit,93,synthetic_seed_v1
"Your refund of Rs 1,00,000 is pending. Verify your bank details to receive it: https://kyc-update.top/now",1,en,refund,15,synthetic_seed_v1
"SBI se: account verify karne ke liye OTP 991204 abhi share karein, nahi to account band ho jayega.",1,hi_rom,otp_scam,8,synthetic_seed_v1
अपना रु 499 रिफंड पाने के लिए UPI रिक्वेस्ट अप्रूव करें और UPI पिन डालें: https://rbi-refund.gq/form,1,hi_dev,upi_collect_scam,65,synthetic_seed_v1
"हमारे VIP ग्रुप में जुड़ें, 200% रिटर्न पाएं! QuickRupee में रु 499 जमा करें और 7 दिन में पैसा डबल: https://kyc-update.top/now",1,hi_dev,investment_crypto,73,synthetic_seed_v1
"प्रिय उपभोक्ता, बिल अपडेट न होने के कारण आज रात आपकी बिजली काट दी जाएगी। तुरंत 9876543210 पर संपर्क करें http://sbi-verify.xyz/login",1,hi_dev,electricity,23,synthetic_seed_v1
"Yaad dilaye: aapka Rs 2,00,000 ka bijli bill 5 tarikh ko due hai. Official app se bharein https://onlinesbi.sbi",0,hi_rom,bill_legit,43,synthetic_seed_v1
